0,11,5,2,0,0,0,0,11,11,1,0,0,0,0,0,7,5,0,1,1,0,0,0,11,13,7,3,4,0,0,0,9,7,2,2,0,0,0,0,8,6,5,4,1,0,0,0
13,0,4,2,0,0,0,0,9,12,6,1,0,0,0,0,3,2,0,1,0,0,0,0,12,17,14,4,3,0,0,0,11,12,7,1,1,0,0,0,11,6,7,1,1,0,0,0
19,20,0,8,0,0,0,0,18,21,10,6,0,0,0,0,14,13,4,4,2,1,1,0,19,19,15,8,12,0,2,1,17,17,14,6,3,0,0,0,19,17,14,7,5,0,1,1
22,22,16,0,6,2,3,0,23,22,17,13,5,3,3,3,21,20,12,7,6,5,3,4,23,24,22,16,16,7,5,2,24,19,15,15,12,2,5,4,22,22,19,16,11,3,2,4
24,24,24,18,0,3,1,2,24,24,21,19,12,3,4,2,23,22,16,13,8,9,5,9,24,24,24,21,20,9,12,5,24,23,23,21,18,6,8,4,24,22,21,18,17,7,2,5
24,24,24,22,21,0,10,8,24,24,24,21,20,13,10,8,24,24,21,19,19,16,16,16,24,24,24,24,24,20,18,12,24,23,23,22,22,14,16,10,24,24,24,22,23,13,15,11
24,24,24,21,23,14,0,10,24,24,24,22,21,15,10,9,24,24,21,23,16,15,18,16,24,24,24,24,24,17,20,10,24,24,24,22,22,14,16,9,24,24,24,21,23,15,13,13
24,24,24,24,22,16,14,0,24,24,23,24,21,16,16,13,24,24,23,22,20,18,17,16,24,24,24,24,24,19,21,14,24,23,24,23,21,18,19,14,24,24,24,22,23,17,16,16
13,15,6,1,0,0,0,0,0,13,5,1,0,0,0,0,7,6,0,0,0,0,0,0,10,11,11,4,2,0,0,0,15,10,5,1,2,0,0,0,10,7,3,3,1,0,0,0
13,12,3,2,0,0,0,0,11,0,4,0,0,0,0,0,4,3,0,1,1,0,0,0,13,8,8,2,2,0,0,0,16,9,5,1,1,0,0,0,12,8,3,2,1,0,0,0
23,18,14,7,3,0,0,1,19,20,0,10,0,0,0,1,18,12,3,5,2,2,2,2,22,21,17,12,14,1,4,2,20,17,13,10,3,1,1,0,18,16,14,10,5,0,0,2
24,23,18,11,5,3,2,0,23,24,14,0,4,1,1,1,20,17,6,6,4,3,4,5,23,24,22,13,12,5,5,3,23,22,20,10,10,1,2,2,21,22,18,13,7,2,2,3
24,24,24,19,12,4,3,3,24,24,24,20,0,3,1,3,24,23,14,11,11,7,8,4,24,24,23,23,22,7,11,4,23,22,23,17,19,7,6,5,23,24,23,17,16,6,6,6
24,24,24,21,21,11,9,8,24,24,24,23,21,0,9,7,24,24,22,21,13,13,17,13,24,24,24,24,24,14,16,6,24,24,23,20,22,12,15,10,24,24,24,21,22,8,12,11
24,24,24,21,20,14,14,8,24,24,24,23,23,15,0,8,24,24,19,22,19,15,14,14,24,24,24,24,24,19,21,10,24,24,24,23,22,16,13,10,24,24,24,23,23,15,13,12
24,24,24,21,22,16,15,11,24,24,23,23,21,17,16,0,23,23,23,22,19,18,16,16,24,24,24,23,24,20,22,10,24,24,24,23,21,18,18,15,24,24,24,22,23,17,16,16
17,21,10,3,1,0,0,0,17,20,6,4,0,0,0,1,0,6,4,2,1,0,0,1,19,18,14,3,11,0,0,0,15,17,8,5,3,0,0,0,13,15,6,7,2,0,0,0
19,22,11,4,2,0,0,0,18,21,12,7,1,0,0,1,18,0,2,2,2,1,2,0,22,19,17,10,10,1,1,0,18,17,13,6,3,0,0,0,18,13,10,7,5,0,0,0
24,24,20,12,8,3,3,1,24,24,21,18,10,2,5,1,20,22,0,9,6,5,8,4,24,24,23,18,20,6,9,3,23,21,19,14,10,4,3,3,23,24,18,16,14,4,3,4
23,23,20,17,11,5,1,2,24,23,19,18,13,3,2,2,22,22,15,0,7,4,6,5,24,23,22,17,21,6,11,2,23,21,21,17,16,5,5,3,24,24,23,17,14,6,4,3
23,24,22,18,16,5,8,4,24,23,22,20,13,11,5,5,23,22,18,17,0,13,11,10,24,24,22,21,22,12,15,8,24,22,20,18,15,9,9,9,23,23,22,20,19,9,7,9
24,24,23,19,15,8,9,6,24,24,22,21,17,11,9,6,24,23,19,20,11,0,12,14,24,24,23,23,23,16,18,6,24,23,21,19,21,9,11,8,24,24,23,22,20,11,6,9
24,24,23,21,19,8,6,7,24,24,22,20,16,7,10,8,24,22,16,18,13,12,0,11,24,24,23,20,23,15,16,8,24,23,21,19,18,9,11,9,24,24,23,19,17,8,9,8
24,24,24,20,15,8,8,8,24,24,22,19,20,11,10,8,23,24,20,19,14,10,13,0,24,24,24,22,23,13,18,8,24,22,24,20,18,12,12,10,24,24,23,19,19,8,12,9
13,12,5,1,0,0,0,0,14,11,2,1,0,0,0,0,5,2,0,0,0,0,0,0,0,13,9,2,2,0,0,0,11,10,2,3,2,0,0,0,15,6,9,1,1,0,0,0
11,7,5,0,0,0,0,0,13,16,3,0,0,0,0,0,6,5,0,1,0,0,0,0,11,0,9,2,2,0,0,0,10,10,5,0,2,0,0,0,13,11,4,2,1,0,0,0
17,10,9,2,0,0,0,0,13,16,7,2,1,0,0,0,10,7,1,2,2,1,1,0,15,15,0,4,5,0,0,0,13,15,9,3,2,0,0,0,15,13,6,4,1,0,1,0
21,20,16,8,3,0,0,0,20,22,12,11,1,0,0,1,21,14,6,7,3,1,4,2,22,22,20,0,14,2,2,0,20,17,15,8,5,0,0,1,21,17,11,8,6,0,1,0
20,21,12,8,4,0,0,0,22,22,10,12,2,0,0,0,13,14,4,3,2,1,1,1,22,22,19,10,0,1,4,0,22,17,15,7,4,0,1,1,20,18,16,8,7,0,0,0
24,24,24,17,15,4,7,5,24,24,23,19,17,10,5,4,24,23,18,18,12,8,9,11,24,24,24,22,23,0,16,7,24,23,22,20,17,12,8,7,24,24,24,20,21,9,8,7
24,24,22,19,12,6,4,3,24,24,20,19,13,8,3,2,24,23,15,13,9,6,8,6,24,24,24,22,20,8,0,4,23,21,19,18,16,5,5,3,24,22,22,19,17,7,2,5
24,24,23,22,19,12,14,10,24,24,22,21,20,18,14,14,24,24,21,22,16,18,16,16,24,24,24,24,24,17,20,0,24,23,24,23,23,14,16,13,24,24,24,21,22,15,16,9
15,13,7,0,0,0,0,0,9,8,4,1,1,0,0,0,9,6,1,1,0,0,0,0,13,14,11,4,2,0,1,0,0,10,10,2,2,0,1,0,12,11,7,2,0,0,0,0
17,12,7,5,1,1,0,1,14,15,7,2,2,0,0,0,7,7,3,3,2,1,1,2,14,14,9,7,7,1,3,1,14,0,7,3,3,0,0,1,15,9,7,3,2,1,1,0
22,17,10,9,1,1,0,0,19,19,11,4,1,1,0,0,16,11,5,3,4,3,3,0,22,19,15,9,9,2,5,0,14,17,0,4,2,0,1,0,14,14,9,5,4,1,3,0
22,23,18,9,3,2,2,1,23,23,14,14,7,4,1,1,19,18,10,7,6,5,5,4,21,24,21,16,17,4,6,1,22,21,20,0,7,1,3,2,20,23,20,13,10,1,4,3
24,23,21,12,6,2,2,3,22,23,21,14,5,2,2,3,21,21,14,8,9,3,6,6,22,22,22,19,20,7,8,1,22,21,22,17,0,1,1,2,23,21,20,13,13,2,4,3
24,24,24,22,18,10,10,6,24,24,23,23,17,12,8,6,24,24,20,19,15,15,15,12,24,24,24,24,24,12,19,10,24,24,24,23,23,0,12,7,24,24,24,23,23,14,11,9
24,24,24,19,16,8,8,5,24,24,23,22,18,9,11,6,24,24,21,19,15,13,13,12,24,24,24,24,23,16,19,8,23,24,23,21,23,12,0,9,24,24,24,21,22,10,11,7
24,24,24,20,20,14,15,10,24,24,24,22,19,14,14,9,24,24,21,21,15,16,15,14,24,24,24,23,23,17,21,11,24,23,24,22,22,17,15,0,24,24,23,23,23,13,11,12
16,13,5,2,0,0,0,0,14,12,6,3,1,0,0,0,11,6,1,0,1,0,0,0,9,11,9,3,4,0,0,0,12,9,10,4,1,0,0,0,0,11,3,5,2,0,0,0
18,18,7,2,2,0,0,0,17,16,8,2,0,0,0,0,9,11,0,0,1,0,0,0,18,13,11,7,6,0,2,0,13,15,10,1,3,0,0,0,13,0,9,5,2,0,1,0
19,17,10,5,3,0,0,0,21,21,10,6,1,0,0,0,18,14,6,1,2,1,1,1,15,20,18,13,8,0,2,0,17,17,15,4,4,0,0,1,21,15,0,8,6,0,1,0
20,23,17,8,6,2,3,2,21,22,14,11,7,3,1,2,17,17,8,7,4,2,5,5,23,22,20,16,16,4,5,3,22,21,19,11,11,1,3,1,19,19,16,0,11,1,4,3
23,23,19,13,7,1,1,1,23,23,19,17,8,2,1,1,22,19,10,10,5,4,7,5,23,23,23,18,17,3,7,2,24,22,20,14,11,1,2,1,22,22,18,13,0,3,1,3
24,24,24,21,17,11,9,7,24,24,24,22,18,16,9,7,24,24,20,18,15,13,16,16,24,24,24,24,24,15,17,9,24,23,23,23,22,10,14,11,24,24,24,23,21,0,11,8
24,24,23,22,22,9,11,8,24,24,24,22,18,12,11,8,24,24,21,20,17,18,15,12,24,24,23,23,24,16,22,8,24,23,21,20,20,13,13,13,24,23,23,20,23,13,0,12
24,24,23,20,19,13,11,8,24,24,22,21,18,13,12,8,24,24,20,21,15,15,16,15,24,24,24,24,24,17,19,15,24,24,24,21,21,15,17,12,24,24,24,21,21,16,12,0
